Invoice No,Country Code,Sales ($),Margin ($),Margin (%),Vendor,Customer,Partner,End User,Invoice Date,Type,oSpace Program Name,ProgramID
330209-01,AU,3574.626,393.217,0.110002277,"Forescout Technologies, Inc",NTT Australia Pty Ltd,NTT Australia Pty Ltd,DEPARTMENT OF HEALTH,25/12/2024,Target,,
330422-01,AU,0,-225.4,-Infinity,Arista,Vectec Pty Ltd,Vectec Pty Ltd,AUSTRALIAN SECURITIES EXCHANGE LIMITED,25/12/2024,Control,,
330405-01,AU,871.2,54.45,0.0625,SolarWinds Europe,Aquion Pty Ltd,Aquion Pty Ltd,YOLARNO PTY LTD (T/A Bindaree Food Group),26/12/2024,Control,,
330333-01,AU,8435.35,674.85,0.080002608,SUSE,Claratti Workspace  - T/as INTELLIGENT IP HOSTING,Claratti Workspace  - T/as INTELLIGENT IP HOSTING,Tyro Payments Ltd,26/12/2024,Control,,
330346-01,AU,18404.348,1472.348,0.080000009,SUSE,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Medibank Private Limited,26/12/2024,Control,,
330341-01,AU,4966.28,397.28,0.07999549,SUSE,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Medibank Private Limited,26/12/2024,Control,,
330345-01,AU,34508.1525,2760.6525,0.080000009,SUSE,ISI PTY LIMITED,ISI PTY LIMITED,CITEC,26/12/2024,Others,,
330389-01,AU,951.1202,171.2035,0.18000196,Fortinet,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,CAULFIELD DENTAL CLINIC,26/12/2024,Control,,
330388-01,AU,1523.7805,274.2805,0.180000007,Fortinet,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,Lanteri Partners Group,26/12/2024,Control,,
330385-01,AU,15974.6434,1173.4728,0.073458466,Fortinet,Truis Pty Ltd,Truis Pty Ltd,FNZ (Australia) Pty Limited,26/12/2024,Control,,
330262-01,AU,88319.946,7065.6156,0.080000226,Rubrik,Aliva Pty Ltd,Aliva Pty Ltd,Redland City Council,27/12/2024,Target,,
330195-01,AU,3912.77,-327.2553,-0.083637755,Fortinet,ARXIS GROUP PTY LTD,ARXIS GROUP PTY LTD,Fidens,27/12/2024,Target,,
330351-01,AU,66089.1888,4956.6888,0.074999995,Fortinet,Atthis Sept Pty Ltd  -  t/a Portal Technology,Atthis Sept Pty Ltd  -  t/a Portal Technology,Avondale University,27/12/2024,Target,,
330216-01,AU,1007.5601,229.7031,0.227979552,Fortinet,Insight I.T. Pty Ltd,Insight I.T. Pty Ltd,Hydroflow Noble Park,27/12/2024,Target,,
330365-01,AU,7387.0967,517.0967,0.069999991,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,27/12/2024,Target,,
330364-01,AU,4967.7419,347.7419,0.069999993,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,27/12/2024,Target,,
330363-01,AU,14903.2257,1043.2257,0.069999993,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,27/12/2024,Target,,
330362-01,AU,4967.7419,347.7419,0.069999993,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,27/12/2024,Target,,
330361-01,AU,7387.0967,517.0967,0.069999991,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,27/12/2024,Target,,
330360-01,AU,4967.7419,347.7419,0.069999993,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,27/12/2024,Target,,
330291-01,AU,15740.838,1063.4831,0.067562038,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,ILLION AUSTRALIA PTY LTD,27/12/2024,Target,,
330283-01,AU,460454.5833,23483.4068,0.051000484,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Element Fleet Services Australia Pty Ltd,27/12/2024,Target,,
329726-01,AU,1974.09,157.9233,0.079998024,Fortinet,IP GLASS PTY LTD,IP GLASS PTY LTD,Total Surveying Solutions,27/12/2024,Target,,
329683-01,AU,1974.0942,157.9275,0.079999982,Fortinet,IP GLASS PTY LTD,IP GLASS PTY LTD,Total Surveying Solutions,27/12/2024,Target,,
330355-01,AU,1466.4305,364.3963,0.248492036,Fortinet,ITtelligent Consulting Services  - ( Virtual IT ),ITtelligent Consulting Services  - ( Virtual IT ),Kieser Australia Physiotherapy,27/12/2024,Target,,
330377-01,AU,19750.83,1787.148,0.090484704,Fortinet,Laminar Communications Pty Ltd,Laminar Communications Pty Ltd,LICENSYS PTY LTD,27/12/2024,Target,,
330392-01,AU,1737.52,473.3191,0.272410735,Fortinet,New Age Solutions Pty. Ltd. t/a New Age Solu,New Age Solutions Pty. Ltd. t/a New Age Solu,CheckPoint Constructions PTY LTD,27/12/2024,Target,,
330348-01,AU,2412.6,627.8043,0.260218975,Fortinet,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,NM Insurance Pty Ltd,27/12/2024,Target,,
330203-01,AU,87434,3318,0.037948624,Mimecast,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,Department of Transport and Main Roads (QLD),27/12/2024,Target,,
329715-01,AU,1044.43,278.7779,0.266918702,Fortinet,Tecala ICT Pty Limited,Tecala ICT Pty Limited, L3 Consulting,27/12/2024,Target,,
330443-01,AU,0,-115,-Infinity,Gigamon,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Telstra Limited,27/12/2024,Target,,
330408-01,AU,0,-217,-Infinity,Gigamon,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Telstra Limited,27/12/2024,Target,,
330130-01,AU,35095.59,4690.0082,0.133635257,Fortinet,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Virtus Health Limited,27/12/2024,Target,,
330415-01,AU,0,-217,-Infinity,ExtraHop,The Missing Link Network Integration Pty Ltd,The Missing Link Network Integration Pty Ltd,La Trobe Financial,27/12/2024,Target,,
325959-09,AU,9064.93,1122.694,0.123850267,"Crowdstrike, Inc.",VINet Solutions Pty Ltd,VINet Solutions Pty Ltd,VINet Solutions Pty Ltd,27/12/2024,Target,,
330031-01,AU,2575.6017,221.5017,0.085999982,Barracuda,Virtual Graffiti Australia Pty Ltd,Virtual Graffiti Australia Pty Ltd,Environmental Investigations Australia Pty Ltd,27/12/2024,Target,,
330321-01,AU,27463.6407,560.3407,0.020403001,Fortinet,Advent One Pty Ltd,Advent One Pty Ltd,Centenary Research Institute,27/12/2024,Control,,
330395-01,AU,732.0204,78.6871,0.107493043,Fortinet,AFFINITY SYSTEMS PTY LTD,AFFINITY SYSTEMS PTY LTD,NuLook Homes,27/12/2024,Control,,
327854-02,AU,97031.25,10294.2035,0.10609163,Okta,Amidata Ltd,Amidata Ltd,TELIX PHARMACEUTICALS LIMITED,27/12/2024,Others,,
326662-07,AU,108.1935,16.2307,0.150015482,"Crowdstrike, Inc.",Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,27/12/2024,Others,,
326140-08,AU,21.9809,3.2972,0.150002957,"Crowdstrike, Inc.",Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,27/12/2024,Others,,
326056-11,AU,47.2025,7.0788,0.149966633,"Crowdstrike, Inc.",Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,27/12/2024,Others,,
325294-10,AU,247.779,37.1827,0.150063968,"Crowdstrike, Inc.",Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,27/12/2024,Others,,
330006-01,AU,133630,2695,0.020167627,Proofpoint,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,Corporate Travel Management Group Pty Ltd,27/12/2024,Control,,
C330437-01,AU,-41167.89,-1235.0487,0.030000291,Fortinet,Brennan IT Pty Ltd,Brennan IT Pty Ltd,,27/12/2024,Control,,
330232-01,AU,292358.8342,4383.3276,0.014992971,Netskope,C5 Technology Pty Ltd,C5 Technology Pty Ltd,OZCARE,27/12/2024,Others,,
328501-04,AU,644.32,22.5533,0.035003259,Mimecast,Computers Now Pty Ltd,Computers Now Pty Ltd,WTFN Entertainment,27/12/2024,Control,,
330064-01,AU,2015.01,262.7084,0.13037573,Fortinet,Converged Medical Solutions Pty Ltd,Converged Medical Solutions Pty Ltd,ULTRASOUND FOR WOMEN GROUP PTY LTD,27/12/2024,Control,,
330180-01,AU,140370.3467,11541.9295,0.082224841,"Crowdstrike, Inc.",Crayon Australia Pty Ltd,Crayon Australia Pty Ltd,DAHLSENS BUILDING CENTRES PTY. LTD.,27/12/2024,Others,,
329101-01,AU,26332.3176,4525.0286,0.171843157,Nozomi Networks,CyberCX Pty Ltd,CyberCX Pty Ltd,Regional Power Corporation (Trading as HORIZON POWER),27/12/2024,Control,,
330386-01,AU,1923.753,125.073,0.065015103,Okta,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,WAVERLEY COUNCIL,27/12/2024,Control,,
330295-01,AU,64095.3885,3845.7385,0.060000237,Okta,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Australian Trade Commission,27/12/2024,Control,,
330390-01,AU,1439.324,172.656,0.119956313,Barracuda,Digicor Pty Ltd,Digicor Pty Ltd,Digicor Pty Ltd,27/12/2024,Control,,
329980-01,AU,905.81,206.9211,0.228437641,Fortinet,E Computing Pty Ltd,E Computing Pty Ltd,CAREY BROS ABATTOIR PTY LTD,27/12/2024,Control,,
330106-01,AU,7043.9352,422.5632,0.059989649,"Crowdstrike, Inc.",Enablis Pty Ltd,Enablis Pty Ltd,TOYO TYRE AUSTRALIA PTY LTD,27/12/2024,Others,,
330398-01,AU,5981.7,1700.4158,0.284269656,Fortinet,EZTEC SOLUTIONS PTY LTD,EZTEC SOLUTIONS PTY LTD,CPB CONTRACTORS PTY LIMITED,27/12/2024,Control,,
330260-01,AU,23446.05,705.6,0.030094621,Proofpoint,EZTEC SOLUTIONS PTY LTD,EZTEC SOLUTIONS PTY LTD,CANCER COUNCIL WESTERN AUSTRALIA (INC),27/12/2024,Control,,
329626-01,AU,10717,857.81,0.080041989,Micro Focus,FYB Pty Ltd,FYB Pty Ltd,Murray Irrigation Limited,27/12/2024,Others,,
329600-01,AU,2009.9894,143.0294,0.071159281,Barracuda,GPK Group Pty Ltd,GPK Group Pty Ltd,GPK Group Pty Ltd,27/12/2024,Others,,
330412-01,AU,120.4459,21.6792,0.179991183,Fortinet,Harmonic Enterprises Pty Ltd t/a Harmonic IT,Harmonic Enterprises Pty Ltd t/a Harmonic IT,Harmonic Enterprises Pty Ltd t/a Harmonic IT,27/12/2024,Control,,
330059-01,AU,505.81,162.569,0.321403294,Fortinet,Harmonic Enterprises Pty Ltd t/a Harmonic IT,Harmonic Enterprises Pty Ltd t/a Harmonic IT,Shire of Bridgetown Greenbushes,27/12/2024,Control,,
329996-01,AU,1585.2802,112.5793,0.071015395,Fortinet,Harmonic Enterprises Pty Ltd t/a Harmonic IT,Harmonic Enterprises Pty Ltd t/a Harmonic IT,South Regional TAFE,27/12/2024,Control,,
322547-03,AU,25778.3902,644.4592,0.024999978,Okta,IDENTIFLY PTY LTD,IDENTIFLY PTY LTD,Beach Energy Limited,27/12/2024,Others,,
319599-04,AU,167383.0207,4875.6557,0.029128735,Okta,IDENTIFLY PTY LTD,IDENTIFLY PTY LTD,Beach Energy Limited,27/12/2024,Others,,
328673-02,AU,57003.7553,3420.1453,0.059998596,Okta,IdentityXP Pty Ltd,IdentityXP Pty Ltd,InLife Independent Living,27/12/2024,Others,,
324727-02,AU,16948.5409,1016.9109,0.059999908,Okta,IdentityXP Pty Ltd,IdentityXP Pty Ltd,InLife Independent Living,27/12/2024,Others,,
330159-01,AU,7553.0375,1366.9837,0.18098463,Fortinet,Integral Connection Pty Ltd -  t/as Network Overdrive,Integral Connection Pty Ltd -  t/as Network Overdrive,Ansett Aviation Training,27/12/2024,Control,,
329739-01,AU,1255.43,225.9855,0.180006452,Fortinet,Integral Connection Pty Ltd -  t/as Network Overdrive,Integral Connection Pty Ltd -  t/as Network Overdrive,Network Overdrive,27/12/2024,Control,,
330342-01,AU,314729.0226,25178.3226,0.080000003,SUSE,ISI PTY LIMITED,ISI PTY LIMITED,CITEC,27/12/2024,Others,,
330335-01,AU,23686.8,1421.2,0.059999662,Okta,JIFFI CONSULTANCY PTY LTD,JIFFI CONSULTANCY PTY LTD,Tradies,27/12/2024,Others,,
330404-01,AU,2219.9613,501.736,0.226011147,Fortinet,Managed Services Australia Pty Ltd,Managed Services Australia Pty Ltd,One Corp,27/12/2024,Control,,
330358-01,AU,3968,317,0.079889113,Druva,Murdoch Webster Technology Group Pty Ltd,Murdoch Webster Technology Group Pty Ltd,Murdoch Webster Technology Group Pty Ltd,27/12/2024,Others,,
327327-03,AU,3649.7865,446.349,0.122294551,Versa,NetCraft Australia Pty Ltd,NetCraft Australia Pty Ltd,NCSL PNG LTD,27/12/2024,Control,,
330280-01,AU,47652.8587,3335.699,0.069999977,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),27/12/2024,Control,,
326939-10,AU,355.8886,53.3839,0.150001714,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),CXO SIT-DOWN PTY LTD,27/12/2024,Control,,
330252-01,AU,2770.3992,934.2226,0.337215878,Fortinet,Orange Business Services Australia Pty Ltd,Orange Business Services Australia Pty Ltd,GETINGE AUSTRALIA PTY. LTD.,27/12/2024,Control,,
330133-01,AU,5696.88,1454.025,0.255231811,Fortinet,PENTEN PTY LTD,PENTEN PTY LTD, Dept of Defence,27/12/2024,Control,,
330277-01,AU,43670.5167,1746.8367,0.040000367,Proofpoint,PERIGON ONE PTY LTD,PERIGON ONE PTY LTD,AERIS RESOURCES LIMITED,27/12/2024,Others,,
327698-05,AU,44.463,6.6696,0.150003374,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",27/12/2024,Others,,
326786-07,AU,295.442,44.3157,0.149997969,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",27/12/2024,Others,,
325898-09,AU,228.0989,34.2142,0.149997216,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",27/12/2024,Others,,
329554-01,AU,3173.7,524.2413,0.165183004,Fortinet,QBT Consulting,QBT Consulting,LEVERAGE TECHNOLOGIES PTY LIMITED,27/12/2024,Control,,
324741-12,AU,117.4697,8.8916,0.075692711,"Crowdstrike, Inc.",Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,Reseau Pty Ltd,27/12/2024,Control,,
330063-01,AU,2587.09,593.1391,0.229268831,Fortinet,Right Step Tech,Right Step Tech,Gollings Photography,27/12/2024,Control,,
326860-07,AU,10739.9933,644.3988,0.059999926,"Crowdstrike, Inc.",Secure Agility Pty Limited,Secure Agility Pty Limited,NEXTED GROUP LIMITED,27/12/2024,Control,,
330107-01,AU,2173.892,173.8912,0.079990726,Barracuda,Smart Business Systems Pty Ltd,Smart Business Systems Pty Ltd,MAYBERRY MELDRUM & ANDERSON PTY LTD,27/12/2024,Others,,
328751-03,AU,5340,261.6,0.048988764,IBM,Spectrum IT Pty Ltd T/A Strong Solutions,Spectrum IT Pty Ltd T/A Strong Solutions,Arakella Pty Limited,27/12/2024,Others,,
330420-01,AU,1831.43,455.0764,0.24848146,Fortinet,SPOON TECHNOLOGIES PTY LTD,SPOON TECHNOLOGIES PTY LTD,GE Hughes Construction,27/12/2024,Control,,
330021-01,AU,5398.5907,941.45,0.174388105,Fortinet,START TECHNOLOGIES PTY LTD t/a STARTCLOUD,START TECHNOLOGIES PTY LTD t/a STARTCLOUD,CAPRICORN METALS LTD,27/12/2024,Control,,
326955-06,AU,1223.53,110.1176,0.089999918,Imperva,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,SNOWY'S OUTDOORS PTY LTD,27/12/2024,Control,,
330265-01,AU,10.0146,1.0015,0.100003994,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
330261-01,AU,15.0218,1.5022,0.100001331,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
330071-02,AU,4809.6961,721.4664,0.150002492,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
328749-03,AU,34.6184,5.1936,0.150024265,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
328157-04,AU,39.8709,5.9833,0.150066841,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
328144-04,AU,253.064,37.9618,0.150008693,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
327658-05,AU,35.992,5.8772,0.163291843,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,27/12/2024,Others,,
330297-01,AU,2275.8785,947.2422,0.416209477,Fortinet,The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),Managed Solutions,27/12/2024,Control,,
330434-01,AU,171711.7023,44648.5032,0.260020154,Fortinet,TRANSACTION NETWORK SERVICES (UK) LTD,TRANSACTION NETWORK SERVICES (UK) LTD,TRANSACTION NETWORK SERVICES (UK) LTD,27/12/2024,Control,,
330435-01,AU,256672.8074,66739.6742,0.260018484,Fortinet,Transaction Network Services Australia Pty Ltd,Transaction Network Services Australia Pty Ltd,Transaction Network Services Australia Pty Ltd,27/12/2024,Control,,
330453-01,AU,0,20400.408,Infinity,Fortinet,"Transaction Network Services, Inc","Transaction Network Services, Inc","Transaction Network Services, Inc",27/12/2024,Control,,
330433-01,AU,390563.7594,101553.4707,0.26001765,Fortinet,"Transaction Network Services, Inc","Transaction Network Services, Inc","Transaction Network Services, Inc",27/12/2024,Control,,
330240-01,AU,510.58,19.7225,0.038627639,Mimecast,TrueIT Consulting Pty Ltd,TrueIT Consulting Pty Ltd,,27/12/2024,Others,,
330268-01,AU,17042.4,852,0.049992959,Rubrik,Truis Pty Ltd,Truis Pty Ltd,THE BMD GROUP,27/12/2024,Control,,
329228-01,AU,45451.7702,2733.3254,0.06013683,Arista,Vectec Pty Ltd,Vectec Pty Ltd,Australian Securities Exchange,27/12/2024,Control,,
330470-01,AU,123586.8724,12358.7232,0.100000291,"Crowdstrike, Inc.",Advance Vision Technology Pty Ltd,Advance Vision Technology Pty Ltd,DENNIS FAMILY CORPORATION PTY LTD,30/12/2024,Target,,
330317-01,AU,5403.7928,491.7452,0.09100001,Fortinet,Advance Vision Technology Pty Ltd,Advance Vision Technology Pty Ltd,Victorian Aboriginal Health Service,30/12/2024,Target,,
330479-01,AU,2080.6744,249.7856,0.120050307,Fortinet,Communications Design & Management Pty Ltd,Communications Design & Management Pty Ltd,Expression Australia,30/12/2024,Target,,
330471-01,AU,4500,1327.446,0.294988,Fortinet,DATA#3 LIMITED,DATA#3 LIMITED,City of Charles Sturt,30/12/2024,Target,,
330461-01,AU,340387.9589,17019.3989,0.050000003,Imperva,DATA#3 LIMITED,DATA#3 LIMITED,Australian Pharmaceutical Industries Ltd,30/12/2024,Target,,
329774-01,AU,1479.3,164.5381,0.111226999,Fortinet,eNerds Pty Ltd,eNerds Pty Ltd,Global Creatures,30/12/2024,Target,,
330102-01,AU,9544.5264,362.6964,0.038000461,Mimecast,Ethan Global Pty Ltd,Ethan Global Pty Ltd,THYNNE & MACARTNEY /Thymac Admin Pty Ltd,30/12/2024,Target,,
329576-01,AU,45935,3679,0.080091434,Barracuda,New Era Technology – SE,New Era Technology – SE,CITY OF TEA TREE GULLY,30/12/2024,Target,,
329849-02,AU,53542.61,6591.9336,0.123115657,Fortinet,NOVO3 PTY LTD,NOVO3 PTY LTD,Catholic Regional College (CRC) Caroline Springs,30/12/2024,Target,,
329911-03,AU,0,-24087.0912,-Infinity,Fortinet,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Westpac Banking Corporation,30/12/2024,Target,,
330460-01,AU,755.2102,135.9099,0.179963009,Fortinet,Tecala ICT Pty Limited,Tecala ICT Pty Limited, L3 Consulting,30/12/2024,Target,,
330424-01,AU,40824.5116,2061.8483,0.050505155,Netskope,Tecala ICT Pty Limited,Tecala ICT Pty Limited,ETHOS URBAN PTY LTD,30/12/2024,Target,,
329623-02,AU,21211.2,1855.98,0.0875,SolarWinds Europe,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,AUSTRALIAN RED CROSS SOCIETY T/as Australian Red Cross Lifeblood,30/12/2024,Target,,
330125-01,AU,42347.7872,2541.4271,0.060013221,SentinelOne,1Step Communications Pty Ltd,1Step Communications Pty Ltd,,30/12/2024,Control,,
330463-01,AU,31815,3805.38,0.119609618,Barracuda,AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),Australian Turf Club Limited,30/12/2024,Control,,
330438-01,AU,41167.89,2475.6553,0.060135589,Fortinet,Brennan IT Pty Ltd,Brennan IT Pty Ltd,ANGLICAN COMMUNITY SERVICES,30/12/2024,Control,,
329827-02,AU,611256.69,40251.9046,0.065851066,Fortinet,Brennan IT Pty Ltd,Brennan IT Pty Ltd,ANGLICAN COMMUNITY SERVICES,30/12/2024,Control,,
329827-02,AU,8400,3693.7558,0.439732833,NEXTGEN-Fortinet-Training,Brennan IT Pty Ltd,Brennan IT Pty Ltd,ANGLICAN COMMUNITY SERVICES,30/12/2024,Control,,
329655-01,AU,42410.5843,2129.6651,0.050215415,Netskope,CYTHERA PTY LTD,CYTHERA PTY LTD,IA CORPORATION PTY LTD (T.A Imaging Associates),30/12/2024,Others,,
329174-02,AU,1904.2924,66.6524,0.035001137,Mimecast,E Computing Pty Ltd,E Computing Pty Ltd,McConachie Stedman,30/12/2024,Control,,
330396-01,AU,8191.5,818.54,0.099925533,Micro Focus,Eoratech Pty Ltd,Eoratech Pty Ltd,Catholic Education Office Diocese of Parramatta,30/12/2024,Others,,
330394-01,AU,73700.86,7369.13,0.099987029,Micro Focus,Eoratech Pty Ltd,Eoratech Pty Ltd,Catholic Education Office Diocese of Parramatta,30/12/2024,Others,,
330442-01,AU,0,-115,-Infinity,Corelight,Ionize Pty Ltd,Ionize Pty Ltd,Ionize Pty Ltd,30/12/2024,Others,,
330454-01,AU,26084.3066,1825.7792,0.069995313,SentinelOne,IPSec Pty Ltd,IPSec Pty Ltd,IPSec Pty Ltd,30/12/2024,Control,,
330445-01,AU,36876.06,2950.09,0.080000141,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,DEPARTMENT OF HEALTH,30/12/2024,Others,,
330132-01,AU,6348.3704,176.8188,0.027852628,Fortinet,Orange Business Services Australia Pty Ltd,Orange Business Services Australia Pty Ltd, MASTERCARD INTERNATIONAL INC IS ( Fujitsu DC),30/12/2024,Control,,
329913-01,AU,0,-75129.8611,-Infinity,Fortinet,ORRO PTY LTD,ORRO PTY LTD,ORRO PTY LTD,30/12/2024,Control,,
329823-01,AU,1933.0957,264.9419,0.13705576,Fortinet,ORRO PTY LTD,ORRO PTY LTD,Amadeus,30/12/2024,Control,,
327813-05,AU,44.4628,6.6696,0.150004048,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",30/12/2024,Others,,
327190-05,AU,131.3371,36.3971,0.277127331,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",30/12/2024,Others,,
327186-05,AU,43.7792,6.5676,0.150016446,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",30/12/2024,Others,,
326686-06,AU,59.0886,8.8632,0.149998477,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",30/12/2024,Others,,
326363-08,AU,224.5364,33.68,0.149997951,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",30/12/2024,Others,,
324243-02,AU,13902.1308,834.1308,0.060000212,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,Aqua-Tec Fluid Systems Pty Ltd,30/12/2024,Others,,
323929-02,AU,5793,348,0.060072501,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,APP Corporation Pty Ltd,30/12/2024,Others,,
330458-01,AU,4344.5,782.0167,0.180001542,Fortinet,REDD Digital Services Pty Ltd,REDD Digital Services Pty Ltd,EVOLUTION GROUP HOLDINGS LIMITED,30/12/2024,Control,,
330475-01,AU,1728.66,311.16,0.180000694,Fortinet,Right Step Tech,Right Step Tech,4D Workshop Pty Ltd,30/12/2024,Control,,
330439-01,AU,72365.639,6052.4863,0.083637571,Proofpoint,SABASAI HOLDINGS PTY LTD,SABASAI HOLDINGS PTY LTD,Attorney Generals Department (ACT),30/12/2024,Others,,
330356-01,AU,105376,8733.04,0.082875038,CyberArk,SecureWare Pty Ltd,SecureWare Pty Ltd,OFFICE OF NATIONAL INTELLIGENCE,30/12/2024,Others,,
329636-02,AU,27267.89,3429.01,0.125752671,SolarWinds Europe,SecurITon Pty Ltd,SecurITon Pty Ltd,SecurITon Pty Ltd,30/12/2024,Others,,
329689-01,AU,10470.402,1512.75,0.144478693,Fortinet,SPOON TECHNOLOGIES PTY LTD,SPOON TECHNOLOGIES PTY LTD,HANDS ON SA LIMITED (T/A: Mobo Group Australia),30/12/2024,Control,,
330366-01,AU,45505.5158,2275.2758,0.05,Fortinet,THALES CYBER SERVICES AUSTRALIA PTY LTD,THALES CYBER SERVICES AUSTRALIA PTY LTD,Thales Australia Holding Pty Ltd,30/12/2024,Control,,
